date,luminosity,lunar_illumination,lunar_elevation,overlaps_swath
2020-01-20,79549.625,24.10628137082537,0.0,False
2020-01-21,121509.03125,15.527012257062001,0.0,False
2020-01-22,150066.3125,8.654552877776128,0.0,False
2020-01-23,167925.765625,3.7197347001142744,0.0,False
2020-01-24,117205.78125,0.8461908750572178,0.0,False
2020-01-25,79930.484375,0.05312696842444953,0.0,False
2020-01-26,112099.578125,1.2664768913619284,0.0,False
2020-01-27,142448.46875,4.337866551403435,0.0,False
2020-01-28,161433.0625,9.068023853932578,0.0,False
2020-01-29,156978.546875,15.229788580652132,0.0,False
2020-02-20,98136.3203125,12.343820498210578,0.0,False
2020-02-21,80509.4375,6.585510914805825,0.0,False
2020-02-22,121899.625,2.6149546777484045,0.0,False
2020-02-24,163485.078125,0.26808356980893566,0.0,False
2020-02-25,113033.328125,1.852324612566525,0.0,False
2020-02-26,75444.4375,5.159932535935252,0.0,False
2020-02-27,102370.921875,10.053534937003922,0.0,False
2020-02-28,139996.90625,16.368046532292958,0.0,False
2020-03-20,124856.625,16.817057985174998,0.0,False
2020-03-21,152568.984375,10.27011542895866,0.0,False
2020-03-22,162172.8125,5.264856946414209,0.0,False
2020-03-23,99384.390625,1.9243783650998214,0.0,False
2020-03-24,78675.921875,0.3295562321852963,0.0,False
2020-03-25,109567.640625,0.5168607905785216,0.0,False
2020-03-27,99305.796875,6.156394703665324,0.0,False
2020-03-28,113561.03125,11.458998684985689,0.0,False
2020-04-18,143341.0625,21.980793105205493,0.0,False
2020-04-19,87941.3828125,14.669891477782581,0.0,False
2020-04-21,125164.6796875,4.158752828353168,0.0,False
2020-04-22,144517.03125,1.280060247418402,0.0,False
2020-04-23,143958.171875,0.15230723983677974,0.0,False
2020-04-24,105933.78125,0.8517524550842148,0.0,False
2020-04-25,87285.0625,3.4054311272956275,0.0,False
2020-04-26,123040.6171875,7.784681324052367,0.0,False
2020-04-27,120005.34375,13.901089340405958,0.0,False
2020-05-18,110139.59375,19.68877114442004,0.0,False
2020-05-19,102060.96875,12.741047247675914,0.0,False
2020-05-20,108556.796875,7.1013018545821485,0.0,False
2020-05-21,83897.21875,2.9875783945519374,0.0,False
2020-05-22,96355.9375,0.5998466205812458,0.0,False
2020-05-23,128173.796875,0.10369716117173411,0.0,False
2020-05-24,165148.34375,1.611002709627457,0.0,False
2020-05-25,168254.0625,5.161262721824144,0.0,False
2020-05-26,106127.515625,10.70689014431161,0.0,False
2020-06-17,81662.65625,17.414334897296772,0.0,False
2020-06-18,109041.390625,10.691869325056302,0.0,False
2020-06-19,141867.0625,5.373784262282411,0.0,False
2020-06-20,144721.5625,1.7499936636830637,0.0,False
2020-06-21,135059.484375,0.08511388788443042,0.0,False
2020-06-22,86460.7109375,0.5855417554603115,0.0,False
2020-06-23,90952.484375,3.36383407243917,0.0,False
2020-06-24,128832.8671875,8.40851794517128,0.0,False
2020-06-25,155719.296875,15.566707217882803,0.0,False
2020-07-16,138595.3125,22.633673827336505,0.0,False
2020-07-17,152102.71875,14.881615229432516,0.0,False
2020-07-18,110946.484375,8.382314022518061,0.0,False
2020-07-19,78268.96875,3.5216159090631303,0.0,False
2020-07-20,102340.59375,0.6740467413800577,0.0,False
2020-07-21,124595.0546875,0.15260089846953484,0.0,False
2020-07-22,140888.765625,2.1499807076089725,0.0,False
2020-07-23,137739.578125,6.687353021602583,0.0,False
2020-07-24,85226.9609375,13.587902709300604,0.0,False
2020-08-15,84658.5625,19.583176282072788,0.0,False
2020-08-16,119056.578125,11.936402092076987,0.0,False
2020-08-17,142469.703125,5.833871336122187,0.0,False
2020-08-18,156584.671875,1.7650925839021614,0.0,False
2020-08-19,120458.5,0.15761677985692835,0.0,False
2020-08-20,83129.0,1.2899950991606512,0.0,False
2020-08-21,110227.1484375,5.215417969124853,0.0,False
2020-08-22,139347.25,11.727583722638924,0.0,False
2020-09-14,157256.859375,15.907365719020895,0.0,False
2020-09-15,102902.8046875,8.59193484886483,0.0,False
2020-09-16,89685.875,3.279185044219257,0.0,False
2020-09-20,115387.3125,9.6367822950174,0.0,False
2020-10-13,100801.7109375,20.106954997991224,0.0,False
2020-10-14,142311.0,11.686270986522763,0.0,False
2020-10-15,156418.171875,5.1795200957821415,0.0,False
2020-10-16,162727.0625,1.2032009866140003,0.0,False
2020-10-17,110821.859375,0.1867977477770011,0.0,False
2020-10-18,88383.171875,2.2593150426686748,0.0,False
2020-10-19,124259.4375,7.210105294520764,0.0,False
2020-10-20,149336.125,14.545675529397888,0.0,False
2020-11-11,180640.515625,24.31637859220608,0.0,False
2020-11-12,176189.84375,14.998856079136424,0.0,False
2020-11-13,96545.28125,7.461554583832047,0.0,False
2020-11-14,104930.5234375,2.34934187725242,0.0,False
2020-11-15,146389.390625,0.12220891245917631,0.0,False
2020-11-16,161380.34375,0.9470019740085267,0.0,False
2020-11-17,169602.421875,4.6618670409667935,0.0,False
2020-11-18,110803.4609375,10.831505504691552,0.0,False
2020-12-12,152438.6875,10.113830441456361,0.0,False
2020-12-13,178979.828125,4.044813595946311,0.0,False
2020-12-14,169385.09375,0.660270711496469,0.0,False
2020-12-15,99663.84375,0.14999744640213364,0.0,False
2020-12-16,98598.5546875,2.4221000937805384,0.0,False
2020-12-17,144339.03125,7.145129493280894,0.0,False
2020-12-18,170818.421875,13.83811974584231,0.0,False
2021-01-09,171740.75,21.906110578455017,0.0,False
2021-01-10,120169.8828125,13.098047991699357,0.0,False
2021-01-11,77645.578125,6.300991988267446,0.0,False
2021-01-12,112084.234375,1.9072801280923979,0.0,False
