date,luminosity,lunar_illumination,lunar_elevation,overlaps_swath
2023-01-18,437033.03125,20.58556827865667,-20.296404816221624,False
2023-01-19,520407.09375,12.061531792194009,-33.73198999138894,False
2023-01-20,407732.0,5.441229198679487,-47.51319017394796,False
2023-01-21,461934.125,1.3484272010801601,-61.51037110664517,False
2023-01-23,495267.4375,2.1696595971905763,-85.95149307181372,False
2023-01-24,735197.6875,6.9950133518759285,-75.26668517722347,False
2023-01-25,724266.8125,14.195114174738155,-61.88504930355186,False
2023-01-26,492999.0,23.11822436223811,-48.72699832160466,False
2023-02-16,961767.3125,25.174600104117005,-18.828038402426074,False
2023-02-17,737252.75,15.73978892850027,-31.98365361176756,False
2023-02-18,575563.875,8.051885425402011,-45.187789016566,False
2023-02-19,785323.875,2.7534737297562453,-58.047770961938745,False
2023-02-20,908806.125,0.30427762821103044,-69.44262036434054,False
2023-02-21,702114.6875,0.8763580557568706,-75.30099746538286,False
2023-02-22,665146.625,4.320123313440238,-70.30971299966404,False
2023-02-23,713373.5,10.217966895606063,-59.82771995276756,False
2023-02-24,433341.0,17.996243162865223,-48.17761278089127,False
2023-02-25,538023.1875,27.04372799147362,-36.44918786623619,False
2023-03-17,829775.25,28.935413715858672,-17.523117960513424,False
2023-03-18,784576.4375,18.92628539931338,-29.374393813337612,False
2023-03-19,897977.5,10.535670083965766,-40.75893744693735,False
2023-03-20,738828.75,4.3646540967189456,-51.02991275649897,False
2023-03-23,857980.3125,2.215915384704953,-60.209689057042894,False
2023-03-24,1067311.625,6.709104577551045,-53.67702356617321,False
2023-03-25,813630.5,13.17787904165899,-45.00569743667339,False
2023-03-26,917392.5,21.112834459124713,-35.49935807582526,False
2023-04-16,980399.125,21.58866639585576,-23.575884195347957,False
2023-04-19,1338289.25,1.7858081731160602,-46.23829572897446,False
2023-04-20,1033289.625,0.041444020057396225,-49.31315970856974,False
2023-04-21,1079990.375,0.835409367515022,-49.221516164432494,False
2023-04-22,930889.3125,3.9555909994697656,-46.227720773021005,False
2023-04-23,739320.75,9.069034129933312,-41.11061338916761,False
2023-05-15,953045.4375,24.030292284130027,-14.210913979052169,False
2023-05-16,973839.1875,15.123148799406655,-21.752510354200606,False
2023-05-17,714997.9375,8.060012001691257,-28.434603970313216,False
2023-05-18,721682.25,3.138204057838184,-33.93438725338803,False
2023-05-19,1064290.125,0.5083590759186685,-37.918899735926686,False
2023-05-21,1241779.0,2.0144622640319465,-40.417428125782365,False
2023-05-22,1005429.9375,5.808369362574001,-38.928467025622965,False
2023-05-23,865486.25,11.280266060609618,-35.931913453843954,False
2023-05-24,771674.125,18.130666811992008,-31.773680210695435,False
2023-06-13,1152624.25,26.68906590390835,-3.151191267374016,False
2023-06-14,672979.0625,17.7301418564585,-10.548355807953982,False
2023-06-15,841960.375,10.403940806672463,-17.576151163053854,False
2023-06-16,607317.1875,4.955627076427094,-24.04540229772406,False
2023-06-17,831917.25,1.5266658977692915,-29.748093308169405,False
2023-06-18,779077.125,0.15892824460568278,-34.45328144887387,False
2023-06-19,835413.75,0.8047587298140257,-37.920993559468165,False
2023-06-20,967834.9375,3.3430443871175166,-39.940432334646424,False
2023-06-21,571446.3125,7.599179103614517,-40.385584908083054,False
2023-06-22,1021727.9375,13.365320519698825,-39.25789056748809,False
2023-06-23,1029736.5625,20.41708398201902,-36.68161087298355,False
2023-06-24,803524.375,28.523651762906404,-32.85267485689119,False
2023-07-12,437675.625,29.966803752485273,7.068977951953039,False
2023-07-13,486147.125,20.944606786471283,-1.2879969507091433,False
2023-07-14,648593.1875,13.327737853232236,-9.554664927166813,False
2023-07-15,768769.75,7.3339069173543825,-17.597028817065155,False
2023-07-16,462863.84375,3.1104482047787485,-25.27456262179252,False
2023-07-17,328902.53125,0.7388615076200256,-32.41222705649224,False
2023-07-18,679637.1875,0.23868141430958834,-38.77214713467804,False
2023-07-19,795368.625,1.5727671638473495,-44.02825212142683,False
2023-07-20,622255.3125,4.65496608043558,-47.76564119454938,False
2023-07-21,836331.125,9.359566570196753,-49.55127285969638,False
2023-07-22,597667.3125,15.530661608451451,-49.09861559119962,False
2023-07-23,665511.0,22.988874031597,-46.418952861932674,False
2023-08-11,755603.6875,25.019886856710528,5.069633630587735,False
2023-08-12,494083.625,17.035890275596095,-4.586930832245057,False
2023-08-13,713807.375,10.42686353931121,-14.130622557313007,False
2023-08-14,802416.4375,5.360050779369452,-23.503421051806388,False
2023-08-15,896328.0,1.9611848399639253,-32.623716627057675,False
2023-08-16,829672.375,0.314212161509575,-41.3502748254223,False
2023-08-17,877592.9375,0.45925857199983766,-49.41952110177518,False
2023-08-18,516840.0625,2.3911642994300433,-56.32795020565273,False
2023-08-19,817573.375,6.059875755421801,-61.1693303615094,False
2023-08-20,1124332.5,11.372560571817585,-62.71721869789865,False
2023-08-21,656675.625,18.195931680792228,-60.31033093834074,False
2023-08-22,725307.8125,26.356331126026326,-54.578518903480166,False
2023-09-10,1224649.125,21.752209965380835,-1.342750540536825,False
2023-09-11,948287.375,14.454375659712332,-11.865997516156932,False
2023-09-12,776229.125,8.474852227282764,-22.31800278496635,False
2023-09-13,612520.8125,3.9890372676503913,-32.70854293161557,False
2023-09-14,1009633.375,1.1476038269105149,-43.01881454866629,False
2023-09-15,1050455.75,0.06911482186057749,-53.16666640669201,False
2023-09-16,1005200.5,0.8305328153493552,-62.90015601122427,False
2023-09-17,893303.0,3.458230709539528,-71.39061126952647,False
2023-09-18,650601.875,7.9212765845855575,-75.83728539339187,False
