date,luminosity,lunar_illumination,lunar_elevation
2023-01-15,11574.5,51.068137385398536,40.35408715875332
2023-01-16,8451.0,40.671735363327535,28.060663228532405
2023-01-17,7040.900390625,30.333218359640973,15.36710515661379
2023-01-18,8006.0,20.58556827865667,2.2478371749768056
2023-01-26,7492.20068359375,23.11822436223811,-70.72754623567268
2023-01-28,7718.5,43.494695673742086,-45.936088288215394
2023-01-29,7794.400390625,53.83374851551831,-34.049376940577375
2023-01-30,11079.900390625,63.70709979988555,-22.472956591354215
2023-02-13,22351.8984375,57.22919456519395,41.408548559087386
2023-02-14,12318.2998046875,46.52856907101842,29.23529352679322
2023-02-15,9207.201171875,35.656606126018396,16.659415910937923
2023-02-16,8391.900390625,25.174600104117005,3.7251279152107655
2023-02-25,13079.69921875,27.04372799147362,-56.623154548447744
2023-02-26,10758.5,36.796864116411186,-46.13106532109887
2023-02-27,8543.900390625,46.77980761918514,-35.50093063625314
2023-02-28,21011.69921875,56.60822132897594,-24.95191749813721
2023-03-17,17149.30078125,28.935413715858672,5.041316272653055
2023-03-30,24182.400390625,58.617225788920365,-19.37411979535686
2023-04-12,28332.8984375,65.59529268902558,37.66659416943654
2023-04-15,19078.099609375,31.86820501995782,8.83778735279224
2023-04-16,17356.400390625,21.58866639585576,-1.482338414537801
2023-04-26,13724.30078125,32.45944710267787,-40.168043117923105
2023-04-28,20970.69921875,51.183103802665556,-26.91619636418938
2023-05-12,20644.900390625,57.05783985047701,33.15199796733781
2023-05-28,15628.0,53.56366529403095,-31.210431343743537
2023-06-24,12793.5,28.523651762906404,-54.22791145050222
2023-06-25,11394.7001953125,37.44962206418264,-50.336512036711184
2023-06-28,10602.80078125,66.5292324683875,-28.55232963077055
2023-06-29,23321.599609375,75.91180210933781,-19.154627388719906
2023-07-10,14265.599609375,50.95725476191911,45.19972435409592
2023-07-11,10275.900390625,40.09891052738979,35.536508701580296
2023-07-12,8875.5,29.966803752485273,25.336328333267605
2023-08-11,13111.80078125,25.019886856710528,20.190241340798917
2023-08-23,12989.099609375,35.63494071929573,-66.53588220789257
2023-08-26,13699.599609375,67.03296168513981,-31.02650546475354
2023-09-07,15528.0,49.43558833113349,47.473398697296666
2023-09-22,14805.2001953125,41.28924145748362,-57.92257867834747
2023-09-24,22456.1015625,63.25923273866933,-32.74857608530834
2023-10-07,19915.099609375,45.997952591795894,40.38429054040964
2023-10-08,16795.400390625,36.53720965898465,29.388288884037102
2023-10-09,13717.69921875,27.67509931955662,18.5348211652394
2023-10-20,12082.2001953125,27.155171680099066,-69.94455204818883
2023-10-21,13347.80078125,37.414115947159814,-58.95617170755598
2023-10-24,25576.30078125,70.79739966073697,-21.70783989374966
2023-11-08,14147.80078125,26.14910033101564,15.44060071835761
2023-11-20,15130.6005859375,44.971739539643686,-49.84302310907278
2023-12-07,8004.400390625,33.767482529144196,23.938045672491615
2023-12-08,12060.400390625,24.968761235716837,12.9342296468392
2023-12-17,8962.69921875,20.28565256344822,-77.28154777322149
2023-12-18,9163.2998046875,30.307888978802804,-65.94270995031786
2023-12-21,12090.400390625,63.720150631309025,-27.994893183545596
2024-01-03,25302.5,60.920415845817466,53.50081140725798
2024-01-04,8720.5,51.53681597140203,42.38869415636606
2024-01-05,15144.7998046875,41.94336967794495,31.094565582240087
2024-01-06,8305.900390625,32.43420904073384,19.549983205824564
2024-01-07,7352.39990234375,23.3593435074643,7.689492785791924
2024-01-16,9184.2001953125,26.47574179942659,-68.2899251910326
2024-01-17,9560.0,37.1898623388224,-55.06843007285177
2024-01-18,7522.2001953125,48.32555468335579,-42.101329510613816
2024-02-03,12282.900390625,49.84900207504033,34.95152921236157
2024-02-04,10011.2998046875,39.83609804923912,23.290187490903588
2024-02-05,11618.5,29.921337625233956,11.274729620285974
2024-02-14,7633.80078125,22.345278943405667,-64.55244103418335
2024-02-17,12544.80078125,54.11736088219591,-29.333593218842527
2024-02-18,18418.30078125,64.3826598483616,-17.77276292316299
2024-03-03,28340.6015625,56.72510527886487,35.52741072810004
2024-03-04,21576.80078125,46.38142555622387,24.72797759434109
2024-03-05,11280.6005859375,35.85031275361658,13.438686268051686
2024-03-06,10849.2001953125,25.620046827124543,1.7391650064650956
2024-03-15,14666.2998046875,27.627294486757958,-49.04359156369462
2024-03-16,12591.201171875,37.87856813248435,-39.64208232683584
2024-03-17,11870.099609375,48.322245064313755,-29.818352877795164
2024-03-18,35212.30078125,58.50798170073834,-19.942528326451367
2024-05-01,41798.0,55.46261769033951,30.78344012744644
2024-05-02,16413.5,44.222693132851596,22.582354827197207
2024-05-03,12679.2001953125,33.04286664940535,13.565557046201741
2024-05-04,11347.80078125,22.56882301854695,4.040089085572823
2024-05-13,16828.80078125,26.475071767528934,-44.585305954598084
2024-05-14,14423.5,35.77049039371914,-40.205297665776115
2024-05-15,13335.80078125,45.38563545206354,-34.58041230281045
2024-05-17,12094.701171875,64.29856269719875,-21.14681682197174
2024-06-11,13100.5,21.020819318824476,-52.63251587481288
2024-06-12,16841.5,29.513095787462145,-50.94622251582519
2024-06-13,16532.30078125,38.61931529398006,-46.984153218944705
2024-06-14,11504.900390625,48.03302238157118,-41.352561378555876
2024-06-15,13651.30078125,57.47422022130549,-34.556668960769485
2024-06-16,16054.099609375,66.6731184304797,-26.92965020742389
2024-06-30,20301.1015625,37.78736661215536,32.2962627648686
2024-08-10,21129.80078125,25.87634736080777,-75.26235584555334
2024-08-13,19385.69921875,53.68237851376263,-47.055939713386145
2024-08-14,14955.2998046875,63.52204235121448,-35.98184037667634
