date,luminosity,lunar_illumination,lunar_elevation
2023-01-19,104094.296875,12.061531792194009,-28.09084537671143
2023-01-20,112931.5,5.441229198679487,-41.59442957737592
2023-01-21,104521.59375,1.3484272010801601,-55.09780951316596
2023-01-22,67191.8984375,0.2156239347111344,-67.97202200033797
2023-01-23,72665.6015625,2.1696595971905763,-77.52667248466913
2023-01-24,98228.8046875,6.9950133518759285,-75.09979999293488
2023-01-25,123371.796875,14.195114174738155,-64.28452391810625
2023-02-17,78856.203125,15.73978892850027,-26.62931288436291
2023-02-18,68187.703125,8.051885425402011,-39.07515628502406
2023-02-19,89008.296875,2.7534737297562453,-50.8932088797603
2023-02-20,112436.109375,0.30427762821103044,-60.95524495897039
2023-02-21,118774.703125,0.8763580557568706,-66.75796042557856
2023-02-22,104662.59375,4.320123313440238,-65.37630230820182
2023-02-23,70643.109375,10.217966895606063,-58.137489112550035
2023-02-24,78869.203125,17.996243162865223,-48.384560832673294
2023-03-18,103363.5,18.92628539931338,-23.607409633590734
2023-03-19,129382.203125,10.535670083965766,-33.90571499814856
2023-03-21,82919.796875,0.843675206831418,-50.06823972755309
2023-03-23,93790.0,2.215915384704953,-53.348226294499355
2023-03-25,112578.3046875,13.17787904165899,-42.69652530355371
2023-04-18,86757.3984375,6.104298593888663,-31.908168223222738
2023-04-20,134668.5,0.041444020057396225,-40.59861868171287
2023-04-21,136567.0,0.835409367515022,-41.61657075001908
2023-04-23,77540.8984375,9.069034129933312,-37.22171498622108
2023-04-24,97291.1015625,15.784512390896616,-32.69627619240986
2023-05-16,98293.09375,15.123148799406655,-13.524891493845596
2023-05-17,112175.8984375,8.060012001691257,-19.624760360013365
2023-05-18,108467.4921875,3.138204057838184,-24.917662364865784
2023-05-19,77274.6015625,0.5083590759186685,-29.172480752138068
2023-05-21,94885.6015625,2.0144622640319465,-33.83954566056018
2023-05-22,115428.8984375,5.808369362574001,-34.094409666513414
2023-05-23,114104.3046875,11.280266060609618,-33.035797719175314
2023-05-24,82792.09375,18.130666811992008,-30.825413896244605
2023-06-14,100861.40625,17.7301418564585,-1.930858131559412
2023-06-15,71937.0,10.403940806672463,-8.605604224339006
2023-06-16,76425.90625,4.955627076427094,-15.013944729466512
2023-06-17,101877.6015625,1.5266658977692915,-20.98100468898254
2023-06-18,113468.3046875,0.15892824460568278,-26.324192206487904
2023-06-19,108135.8984375,0.8047587298140257,-30.84940335249682
2023-06-20,75664.5,3.3430443871175166,-34.35696612030494
2023-06-21,73333.8984375,7.599179103614517,-36.66075992288603
2023-06-22,96397.59375,13.365320519698825,-37.61947561378672
2023-07-15,106593.0,7.3339069173543825,-8.55823758275483
2023-07-16,95030.8046875,3.1104482047787485,-16.445291235857294
2023-07-19,88040.3046875,1.5727671638473495,-37.52424464187524
2023-07-20,105354.8984375,4.65496608043558,-42.89993041182229
2023-07-21,102884.0,9.359566570196753,-46.84851443238801
2023-07-22,65731.203125,15.530661608451451,-48.91860807809102
2023-08-12,72326.1015625,17.035890275596095,4.481418413982417
2023-08-13,64632.0,10.42686353931121,-5.068686330924279
2023-08-14,78341.0,5.360050779369452,-14.544057747551003
2023-08-15,98482.8984375,1.9611848399639253,-23.879820684824775
2023-08-16,102870.390625,0.314212161509575,-32.98529737331218
2023-08-17,91854.296875,0.45925857199983766,-41.707697583802606
2023-08-18,64020.80078125,2.3911642994300433,-49.76543165676654
2023-08-19,72234.8984375,6.059875755421801,-56.62055681834826
2023-08-20,88632.3046875,11.372560571817585,-61.30543786560184
2023-09-11,68782.09375,14.454375659712332,-2.8134721854720746
2023-09-12,62879.59765625,8.474852227282764,-13.271007050498069
2023-09-13,71832.796875,3.9890372676503913,-23.696222125943933
2023-09-14,68712.5,1.1476038269105149,-34.0833560064002
2023-09-15,84965.796875,0.06911482186057749,-44.39228773203963
2023-09-16,104819.8984375,0.8305328153493552,-54.50375996710759
2023-09-17,98456.0,3.458230709539528,-64.07556206927681
2023-09-18,90147.6015625,7.9212765845855575,-72.00028109254026
2023-10-11,70443.296875,12.706876009246686,-10.81888815870752
2023-10-12,82798.203125,7.062493886786631,-21.766943292496126
2023-10-13,91236.0,2.9433427827293244,-32.802928201326516
2023-10-15,73043.40625,0.06370404055589529,-55.20643571865072
2023-10-17,82274.296875,5.157360434798564,-77.58194289175293
2023-10-18,97702.40625,10.72665191757366,-84.33173489133493
2023-10-19,122476.1015625,18.142869514614667,-75.897302728891
2023-11-09,108621.703125,18.23306701989721,-6.648228431200807
2023-11-10,103022.296875,11.384068186288744,-17.869657633672865
2023-11-16,69665.6015625,7.8832975355616846,-88.92258192206756
2023-12-09,69643.6015625,16.942181462675983,-13.173387156510127
2023-12-11,110094.8984375,4.699624167759953,-37.05763916068709
2023-12-12,100404.90625,1.2797056496660075,-49.46058940221255
2023-12-14,62560.49609375,1.5162912147927365,-75.02439709397122
2024-01-09,63812.796875,8.254380419102574,-33.78798038341904
2024-01-10,71941.1015625,3.2263063238222314,-46.542192785608115
2024-01-11,91747.703125,0.5380905164905303,-59.443527816647375
2024-01-12,121023.3046875,0.5484283288509084,-71.98750634816936
2024-01-13,111650.796875,3.398766713346857,-80.94169197566264
2024-01-15,63323.59765625,16.8444727828089,-63.117247540429204
2024-02-07,102226.8984375,12.306841714172368,-30.945103606994074
2024-02-08,107403.796875,5.771432308455143,-43.21362483914642
2024-02-09,100484.0,1.5570384037430385,-55.07070664769601
2024-02-10,78769.796875,0.13842187506126202,-65.25923078069432
2024-03-07,80531.3984375,16.287039145350352,-26.99436896894388
